waktu,komentar,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data
setahun lalu,"Kalau lagi ada acara penuh sesak, tapi jika tidak alun - alun Wonosobo enak buat santai bersama keluarga",Kalau lagi ada acara penuh sesak tapi jika tidak alun  alun Wonosobo enak buat santai bersama keluarga,kalau lagi ada acara penuh sesak tapi jika tidak alun  alun wonosobo enak buat santai bersama keluarga,kalau lagi ada acara penuh sesak tapi jika tidak alun alun wonosobo enak buat santai bersama keluarga,"['kalau', 'lagi', 'ada', 'acara', 'penuh', 'sesak', 'tapi', 'jika', 'tidak', 'alun', 'alun', 'wonosobo', 'enak', 'buat', 'santai', 'bersama', 'keluarga']","['acara', 'penuh', 'sesak', 'alun', 'alun', 'wonosobo', 'enak', 'santai', 'keluarga']",acara penuh sesak alun alun wonosobo enak santai keluarga
setahun lalu,"Tempatnya luas, bersih",Tempatnya luas bersih,tempatnya luas bersih,tempatnya luas bersih,"['tempatnya', 'luas', 'bersih']","['tempatnya', 'luas', 'bersih']",tempat luas bersih
setahun lalu,Mampir solat di masjid agung lanjut alun alun Wonosobo,Mampir solat di masjid agung lanjut alun alun Wonosobo,mampir solat di masjid agung lanjut alun alun wonosobo,mampir shalat di masjid agung lanjut alun alun wonosobo,"['mampir', 'shalat', 'di', 'masjid', 'agung', 'lanjut', 'alun', 'alun', 'wonosobo']","['mampir', 'shalat', 'masjid', 'agung', 'alun', 'alun', 'wonosobo']",mampir shalat masjid agung alun alun wonosobo
setahun lalu,"Tempat luas , banyak sekali permainan anak .",Tempat luas  banyak sekali permainan anak ,tempat luas  banyak sekali permainan anak ,tempat luas banyak sekali permainan anak,"['tempat', 'luas', 'banyak', 'sekali', 'permainan', 'anak']","['luas', 'permainan', 'anak']",luas main anak
setahun lalu,Good enak buat wisata anak,Good enak buat wisata anak,good enak buat wisata anak,good enak buat wisata anak,"['good', 'enak', 'buat', 'wisata', 'anak']","['good', 'enak', 'wisata', 'anak']",good enak wisata anak
setahun lalu,Tempat nongkrong yang nyaman dan lumayan dingin,Tempat nongkrong yang nyaman dan lumayan dingin,tempat nongkrong yang nyaman dan lumayan dingin,tempat nongkrong yang nyaman dan lumayan dingin,"['tempat', 'nongkrong', 'yang', 'nyaman', 'dan', 'lumayan', 'dingin']","['nongkrong', 'nyaman', 'lumayan', 'dingin']",nongkrong nyaman lumayan dingin
setahun lalu,"Masakan jadul,harga murah rasa enak",Masakan jadulharga murah rasa enak,masakan jadulharga murah rasa enak,masakan jadulharga murah rasa enak,"['masakan', 'jadulharga', 'murah', 'rasa', 'enak']","['masakan', 'jadulharga', 'murah', 'enak']",masakan jadulharga murah enak
setahun lalu,Asik buat nongkrong malam.,Asik buat nongkrong malam,asik buat nongkrong malam,asik buat nongkrong malam,"['asik', 'buat', 'nongkrong', 'malam']","['asik', 'nongkrong', 'malam']",asik nongkrong malam
setahun lalu,"Tenang, sepi, tidak macet, sejuk",Tenang sepi tidak macet sejuk,tenang sepi tidak macet sejuk,tenang sepi tidak macet sejuk,"['tenang', 'sepi', 'tidak', 'macet', 'sejuk']","['tenang', 'sepi', 'macet', 'sejuk']",tenang sepi macet sejuk
setahun lalu,"Terletak di tengah kota, banyak pepohonan di sekitarnya",Terletak di tengah kota banyak pepohonan di sekitarnya,terletak di tengah kota banyak pepohonan di sekitarnya,terletak di tengah kota banyak pepohonan di sekitarnya,"['terletak', 'di', 'tengah', 'kota', 'banyak', 'pepohonan', 'di', 'sekitarnya']","['terletak', 'kota', 'pepohonan']",letak kota pohon
setahun lalu,"Alun alun bagus sekali,dari segi manapun tetap Oke.. Cantik... Sejuk,. Luas,, tertib.. Enak buat anak anak..",Alun alun bagus sekalidari segi manapun tetap Oke Cantik Sejuk Luas tertib Enak buat anak anak,alun alun bagus sekalidari segi manapun tetap oke cantik sejuk luas tertib enak buat anak anak,alun alun bagus sekalidari segi manapun tetap oke cantik sejuk luas tertib enak buat anak anak,"['alun', 'alun', 'bagus', 'sekalidari', 'segi', 'manapun', 'tetap', 'oke', 'cantik', 'sejuk', 'luas', 'tertib', 'enak', 'buat', 'anak', 'anak']","['alun', 'alun', 'bagus', 'sekalidari', 'segi', 'manapun', 'oke', 'cantik', 'sejuk', 'luas', 'tertib', 'enak', 'anak', 'anak']",alun alun bagus sekalidari segi mana oke cantik sejuk luas tertib enak anak anak
setahun lalu,"Tanah air...
Tetap nyaman kotaku...","Tanah air
Tetap nyaman kotaku","tanah air
tetap nyaman kotaku",tanah air tetap nyaman kotaku,"['tanah', 'air', 'tetap', 'nyaman', 'kotaku']","['tanah', 'air', 'nyaman', 'kotaku']",tanah air nyaman kota
setahun lalu,"Tempatnya Keren, langsung dapat view gunung,,",Tempatnya Keren langsung dapat view gunung,tempatnya keren langsung dapat view gunung,tempatnya keren langsung dapat view gunung,"['tempatnya', 'keren', 'langsung', 'dapat', 'view', 'gunung']","['tempatnya', 'keren', 'langsung', 'view', 'gunung']",tempat keren langsung view gunung
setahun lalu,Adem dan nyaman,Adem dan nyaman,adem dan nyaman,adem dan nyaman,"['adem', 'dan', 'nyaman']","['adem', 'nyaman']",adem nyaman
setahun lalu,Nyaman untuk santai dan olahraga. Tapi susah nyebrang jalan. Motornya kencang kencang...serem...,Nyaman untuk santai dan olahraga Tapi susah nyebrang jalan Motornya kencang kencangserem,nyaman untuk santai dan olahraga tapi susah nyebrang jalan motornya kencang kencangserem,nyaman untuk santai dan olahraga tapi susah menyebrang jalan motornya kencang kencangserem,"['nyaman', 'untuk', 'santai', 'dan', 'olahraga', 'tapi', 'susah', 'menyebrang', 'jalan', 'motornya', 'kencang', 'kencangserem']","['nyaman', 'santai', 'olahraga', 'susah', 'menyebrang', 'jalan', 'motornya', 'kencang', 'kencangserem']",nyaman santai olahraga susah menyebrang jalan motor kencang kencangserem
setahun lalu,Tempat nya keren,Tempat nya keren,tempat nya keren,tempat ya keren,"['tempat', 'ya', 'keren']","['ya', 'keren']",ya keren
setahun lalu,Bersih dan Bagus,Bersih dan Bagus,bersih dan bagus,bersih dan bagus,"['bersih', 'dan', 'bagus']","['bersih', 'bagus']",bersih bagus
setahun lalu,Penuh banget pas ada acara puncak Festival Mudik Balon Udara 2024,Penuh banget pas ada acara puncak Festival Mudik Balon Udara ,penuh banget pas ada acara puncak festival mudik balon udara ,penuh banget pas ada acara puncak festival mudik balon udara,"['penuh', 'banget', 'pas', 'ada', 'acara', 'puncak', 'festival', 'mudik', 'balon', 'udara']","['penuh', 'banget', 'pas', 'acara', 'puncak', 'festival', 'mudik', 'balon', 'udara']",penuh banget pas acara puncak festival mudik balon udara
setahun lalu,"Posisi di malam hari dan bukan weekend, cukup sepi tidak banyak penjual gerobakan, dan suasana rindang dilihat dari banyaknya pohon besar sebagai peneduh serta cukup banyak bangku taman. Agak susah mencari tempat parkir karena ada rambu larangan",Posisi di malam hari dan bukan weekend cukup sepi tidak banyak penjual gerobakan dan suasana rindang dilihat dari banyaknya pohon besar sebagai peneduh serta cukup banyak bangku taman Agak susah mencari tempat parkir karena ada rambu larangan,posisi di malam hari dan bukan weekend cukup sepi tidak banyak penjual gerobakan dan suasana rindang dilihat dari banyaknya pohon besar sebagai peneduh serta cukup banyak bangku taman agak susah mencari tempat parkir karena ada rambu larangan,posisi di malam hari dan bukan weekend cukup sepi tidak banyak penjual gerobakan dan suasana rindang dilihat dari banyaknya pohon besar sebagai peneduh serta cukup banyak bangku taman agak susah mencari tempat parkir karena ada rambu larangan,"['posisi', 'di', 'malam', 'hari', 'dan', 'bukan', 'weekend', 'cukup', 'sepi', 'tidak', 'banyak', 'penjual', 'gerobakan', 'dan', 'suasana', 'rindang', 'dilihat', 'dari', 'banyaknya', 'pohon', 'besar', 'sebagai', 'peneduh', 'serta', 'cukup', 'banyak', 'bangku', 'taman', 'agak', 'susah', 'mencari', 'tempat', 'parkir', 'karena', 'ada', 'rambu', 'larangan']","['posisi', 'malam', 'weekend', 'sepi', 'penjual', 'gerobakan', 'suasana', 'rindang', 'banyaknya', 'pohon', 'peneduh', 'bangku', 'taman', 'susah', 'mencari', 'parkir', 'rambu', 'larangan']",posisi malam weekend sepi jual goba suasana rindang banyak pohon teduh bangku taman susah cari parkir rambu larang
setahun lalu,"Keren, ramah",Keren ramah,keren ramah,keren ramah,"['keren', 'ramah']","['keren', 'ramah']",keren ramah
setahun lalu,"Bagus, adem, nyaman",Bagus adem nyaman,bagus adem nyaman,bagus adem nyaman,"['bagus', 'adem', 'nyaman']","['bagus', 'adem', 'nyaman']",bagus adem nyaman
setahun lalu,Tempat yang sejuk dan indah,Tempat yang sejuk dan indah,tempat yang sejuk dan indah,tempat yang sejuk dan indah,"['tempat', 'yang', 'sejuk', 'dan', 'indah']","['sejuk', 'indah']",sejuk indah
setahun lalu,"jajan di kulineran dekat alun alun wonosobo, banyak banget macam jajanannya dan enak serta murah juga lhoo",jajan di kulineran dekat alun alun wonosobo banyak banget macam jajanannya dan enak serta murah juga lhoo,jajan di kulineran dekat alun alun wonosobo banyak banget macam jajanannya dan enak serta murah juga lhoo,jajan di kulineran dekat alun alun wonosobo banyak banget macam jajanannya dan enak serta murah juga loh,"['jajan', 'di', 'kulineran', 'dekat', 'alun', 'alun', 'wonosobo', 'banyak', 'banget', 'macam', 'jajanannya', 'dan', 'enak', 'serta', 'murah', 'juga', 'loh']","['jajan', 'kulineran', 'alun', 'alun', 'wonosobo', 'banget', 'jajanannya', 'enak', 'murah', 'loh']",jajan kuliner alun alun wonosobo banget jajan enak murah loh
setahun lalu,"Enak, luas, adem",Enak luas adem,enak luas adem,enak luas adem,"['enak', 'luas', 'adem']","['enak', 'luas', 'adem']",enak luas adem
setahun lalu,"Tempat populer di Wonosobo, ramai dikunjungi sore hari dan akhir pekan, dekat dengan fasilitas umum. Suasananya dingin, terkenal dengan mie ongklok, Mie ongklok adalah makanan asli dari Wonosobo yang menggunakan mie sebagai bahan utama …",Tempat populer di Wonosobo ramai dikunjungi sore hari dan akhir pekan dekat dengan fasilitas umum Suasananya dingin terkenal dengan mie ongklok Mie ongklok adalah makanan asli dari Wonosobo yang menggunakan mie sebagai bahan utama ,tempat populer di wonosobo ramai dikunjungi sore hari dan akhir pekan dekat dengan fasilitas umum suasananya dingin terkenal dengan mie ongklok mie ongklok adalah makanan asli dari wonosobo yang menggunakan mie sebagai bahan utama ,tempat populer di wonosobo ramai dikunjungi sore hari dan akhir pekan dekat dengan fasilitas umum suasananya dingin terkenal dengan mie ongklok mie ongklok adalah makanan asli dari wonosobo yang menggunakan mie sebagai bahan utama,"['tempat', 'populer', 'di', 'wonosobo', 'ramai', 'dikunjungi', 'sore', 'hari', 'dan', 'akhir', 'pekan', 'dekat', 'dengan', 'fasilitas', 'umum', 'suasananya', 'dingin', 'terkenal', 'dengan', 'mie', 'ongklok', 'mie', 'ongklok', 'adalah', 'makanan', 'asli', 'dari', 'wonosobo', 'yang', 'menggunakan', 'mie', 'sebagai', 'bahan', 'utama']","['populer', 'wonosobo', 'ramai', 'dikunjungi', 'sore', 'pekan', 'fasilitas', 'suasananya', 'dingin', 'terkenal', 'mie', 'ongklok', 'mie', 'ongklok', 'makanan', 'asli', 'wonosobo', 'mie', 'bahan', 'utama']",populer wonosobo ramai kunjung sore pekan fasilitas suasana dingin kenal mie ongklok mie ongklok makan asli wonosobo mie bahan utama
setahun lalu,"Bersih, asri kulinernya ampunn MIE ongklok.🤟👍 …",Bersih asri kulinernya ampunn MIE ongklok ,bersih asri kulinernya ampunn mie ongklok ,bersih asri kulinernya ampun mie ongklok,"['bersih', 'asri', 'kulinernya', 'ampun', 'mie', 'ongklok']","['bersih', 'asri', 'kulinernya', 'ampun', 'mie', 'ongklok']",bersih asri kuliner ampun mie ongklok
setahun lalu,"Sengaja mampir ke alun alun ini setelah dari tempat saudara di pasar kertek. Tempatnya luas, adem, anak anak senang lari larian di rumput. Ada banyak permainan anak anak jg yang bisa disewa dengan berbagai harga.",Sengaja mampir ke alun alun ini setelah dari tempat saudara di pasar kertek Tempatnya luas adem anak anak senang lari larian di rumput Ada banyak permainan anak anak jg yang bisa disewa dengan berbagai harga,sengaja mampir ke alun alun ini setelah dari tempat saudara di pasar kertek tempatnya luas adem anak anak senang lari larian di rumput ada banyak permainan anak anak jg yang bisa disewa dengan berbagai harga,sengaja mampir ke alun alun ini setelah dari tempat saudara di pasar kertek tempatnya luas adem anak anak senang lari larian di rumput ada banyak permainan anak anak juga yang bisa disewa dengan berbagai harga,"['sengaja', 'mampir', 'ke', 'alun', 'alun', 'ini', 'setelah', 'dari', 'tempat', 'saudara', 'di', 'pasar', 'kertek', 'tempatnya', 'luas', 'adem', 'anak', 'anak', 'senang', 'lari', 'larian', 'di', 'rumput', 'ada', 'banyak', 'permainan', 'anak', 'anak', 'juga', 'yang', 'bisa', 'disewa', 'dengan', 'berbagai', 'harga']","['sengaja', 'mampir', 'alun', 'alun', 'saudara', 'pasar', 'kertek', 'tempatnya', 'luas', 'adem', 'anak', 'anak', 'senang', 'lari', 'larian', 'rumput', 'permainan', 'anak', 'anak', 'disewa', 'harga']",sengaja mampir alun alun saudara pasar kertek tempat luas adem anak anak senang lari lari rumput main anak anak sewa harga
setahun lalu,Mohon maaf sebelumnya tapi menurut saya dengan banyaknya orang yang mengendarai motor listrik dan sebagainya di alun alun agaknya menyulitkan pejalan kaki apalagi jika membawa anak kecil jadi khawatir barangkali ketabrak pengguna motor listrik. Mungkin bisa di buat lintasan khusus atau bagaimana terimakasih ,Mohon maaf sebelumnya tapi menurut saya dengan banyaknya orang yang mengendarai motor listrik dan sebagainya di alun alun agaknya menyulitkan pejalan kaki apalagi jika membawa anak kecil jadi khawatir barangkali ketabrak pengguna motor listrik Mungkin bisa di buat lintasan khusus atau bagaimana terimakasih ,mohon maaf sebelumnya tapi menurut saya dengan banyaknya orang yang mengendarai motor listrik dan sebagainya di alun alun agaknya menyulitkan pejalan kaki apalagi jika membawa anak kecil jadi khawatir barangkali ketabrak pengguna motor listrik mungkin bisa di buat lintasan khusus atau bagaimana terimakasih ,mohon maaf sebelumnya tapi menurut saya dengan banyaknya orang yang mengendarai motor listrik dan sebagainya di alun alun agaknya menyulitkan pejalan kaki apalagi jika membawa anak kecil jadi khawatir barangkali ketabrak pengguna motor listrik mungkin bisa di buat lintasan khusus atau bagaimana terimakasih,"['mohon', 'maaf', 'sebelumnya', 'tapi', 'menurut', 'saya', 'dengan', 'banyaknya', 'orang', 'yang', 'mengendarai', 'motor', 'listrik', 'dan', 'sebagainya', 'di', 'alun', 'alun', 'agaknya', 'menyulitkan', 'pejalan', 'kaki', 'apalagi', 'jika', 'membawa', 'anak', 'kecil', 'jadi', 'khawatir', 'barangkali', 'ketabrak', 'pengguna', 'motor', 'listrik', 'mungkin', 'bisa', 'di', 'buat', 'lintasan', 'khusus', 'atau', 'bagaimana', 'terimakasih']","['mohon', 'maaf', 'banyaknya', 'orang', 'mengendarai', 'motor', 'listrik', 'alun', 'alun', 'menyulitkan', 'pejalan', 'kaki', 'membawa', 'anak', 'khawatir', 'barangkali', 'ketabrak', 'pengguna', 'motor', 'listrik', 'lintasan', 'khusus', 'terimakasih']",mohon maaf banyak orang kendara motor listrik alun alun sulit pejal kaki bawa anak khawatir barangkali tabrak guna motor listrik lintas khusus terimakasih
setahun lalu,Wonosobo ASRI 🤩 …,Wonosobo ASRI  ,wonosobo asri  ,wonosobo asri,"['wonosobo', 'asri']","['wonosobo', 'asri']",wonosobo asri
setahun lalu,Jorok kotor,Jorok kotor,jorok kotor,jorok kotor,"['jorok', 'kotor']","['jorok', 'kotor']",jorok kotor
setahun lalu,"Tempatnya ramai, asik buat kumpul kumpul",Tempatnya ramai asik buat kumpul kumpul,tempatnya ramai asik buat kumpul kumpul,tempatnya ramai asik buat kumpul kumpul,"['tempatnya', 'ramai', 'asik', 'buat', 'kumpul', 'kumpul']","['tempatnya', 'ramai', 'asik', 'kumpul', 'kumpul']",tempat ramai asik kumpul kumpul
setahun lalu,Suasana sangat dingin dan menjadi tempat favorit saya,Suasana sangat dingin dan menjadi tempat favorit saya,suasana sangat dingin dan menjadi tempat favorit saya,suasana sangat dingin dan menjadi tempat favorit saya,"['suasana', 'sangat', 'dingin', 'dan', 'menjadi', 'tempat', 'favorit', 'saya']","['suasana', 'dingin', 'favorit']",suasana dingin favorit
setahun lalu,Pertama kali nyobain mie ongklok,Pertama kali nyobain mie ongklok,pertama kali nyobain mie ongklok,pertama mungkin mencoba mie ongklok,"['pertama', 'mungkin', 'mencoba', 'mie', 'ongklok']","['mencoba', 'mie', 'ongklok']",coba mie ongklok
setahun lalu,Kumpul ramai,Kumpul ramai,kumpul ramai,kumpul ramai,"['kumpul', 'ramai']","['kumpul', 'ramai']",kumpul ramai
setahun lalu,Ruang rekreasi keluarga dan olahraga,Ruang rekreasi keluarga dan olahraga,ruang rekreasi keluarga dan olahraga,ruang rekreasi keluarga dan olahraga,"['ruang', 'rekreasi', 'keluarga', 'dan', 'olahraga']","['ruang', 'rekreasi', 'keluarga', 'olahraga']",ruang rekreasi keluarga olahraga
setahun lalu,Suasana alun alun cukup ramai...dan bagus...hanya saja jalannya sempit....😃❤ …,Suasana alun alun cukup ramaidan bagushanya saja jalannya sempit ,suasana alun alun cukup ramaidan bagushanya saja jalannya sempit ,suasana alun alun cukup ramaidan bagushanya saja jalannya sempit,"['suasana', 'alun', 'alun', 'cukup', 'ramaidan', 'bagushanya', 'saja', 'jalannya', 'sempit']","['suasana', 'alun', 'alun', 'ramaidan', 'bagushanya', 'jalannya', 'sempit']",suasana alun alun ramaidan bagushanya jalan sempit
setahun lalu,Sangat baik dan ramah,Sangat baik dan ramah,sangat baik dan ramah,sangat baik dan ramah,"['sangat', 'baik', 'dan', 'ramah']",['ramah'],ramah
setahun lalu,Alun Alun Wonosobo merupakan salah satu yang terbaik di Indonesia dengan jumlah pohon beringin yang banyak mengitari Alun alun,Alun Alun Wonosobo merupakan salah satu yang terbaik di Indonesia dengan jumlah pohon beringin yang banyak mengitari Alun alun,alun alun wonosobo merupakan salah satu yang terbaik di indonesia dengan jumlah pohon beringin yang banyak mengitari alun alun,alun alun wonosobo merupakan salah satu yang terbaik di indonesia dengan jumlah pohon beringin yang banyak mengitari alun alun,"['alun', 'alun', 'wonosobo', 'merupakan', 'salah', 'satu', 'yang', 'terbaik', 'di', 'indonesia', 'dengan', 'jumlah', 'pohon', 'beringin', 'yang', 'banyak', 'mengitari', 'alun', 'alun']","['alun', 'alun', 'wonosobo', 'salah', 'terbaik', 'indonesia', 'pohon', 'beringin', 'mengitari', 'alun', 'alun']",alun alun wonosobo salah baik indonesia pohon beringin kitar alun alun
setahun lalu,Tempat yang nyaman,Tempat yang nyaman,tempat yang nyaman,tempat yang nyaman,"['tempat', 'yang', 'nyaman']",['nyaman'],nyaman
setahun lalu,Banyak sekali aneka jajanan di sini Dan juga ada mainan untuk anak anak Serta tanah lapang yang luas,Banyak sekali aneka jajanan di sini Dan juga ada mainan untuk anak anak Serta tanah lapang yang luas,banyak sekali aneka jajanan di sini dan juga ada mainan untuk anak anak serta tanah lapang yang luas,banyak sekali aneka jajanan di sini dan juga ada mainan untuk anak anak serta tanah lapang yang luas,"['banyak', 'sekali', 'aneka', 'jajanan', 'di', 'sini', 'dan', 'juga', 'ada', 'mainan', 'untuk', 'anak', 'anak', 'serta', 'tanah', 'lapang', 'yang', 'luas']","['aneka', 'jajanan', 'mainan', 'anak', 'anak', 'tanah', 'lapang', 'luas']",aneka jajan main anak anak tanah lapang luas
